latitude,longitude,marker,Acc Y (g),Temp Data,HRot Count,Speed,Samples,Heading GPS (dg),Speed GPS,Accuracy GPS,Altitude GPS,RSSI dBm,HH:mm:ss,SSS
52.3713513,4.9151382,4,0.91,0,0,-2,0,0,0,4,45,,14:46:38,375
,,3,0.915,0,0,-1,1,,,,,,,
,,3,0.919,0,0,0,2,,,,,,,
,,3,0.909,0,0,0,3,,,,,,,
,,3,0.901,0,0,0,4,,,,,,,
,,3,0.903,0,0,0,5,,,,,,,
,,3,0.902,0,0,0,6,,,,,,,
,,3,0.897,0,0,0,7,,,,,,,
,,3,0.896,0,0,0,8,,,,,,,
,,3,0.89,0,0,0,9,,,,,,,
,,3,0.893,0,0,0,10,,,,,,14:46:38,575
,,3,0.897,0,0,0,11,,,,,,,
,,3,0.898,0,0,0,12,,,,,,,
,,3,0.899,0,0,0,13,,,,,,,
,,3,0.899,0,0,0,14,,,,,,,
,,3,0.904,0,0,0,15,,,,,,,
,,3,0.905,0,0,0,16,,,,,,,
,,3,0.903,0,0,0,17,,,,,,,
,,3,0.903,0,0,0,18,,,,,,,
,,3,0.899,0,0,0,19,,,,,,,
52.3713512,4.915141,3,0.898,0,0,0,20,0,0,3,45,,14:46:38,730
,,3,0.903,0,0,0,21,,,,,,,
,,3,0.904,0,0,0,22,,,,,,,
,,3,0.908,0,0,0,23,,,,,,,
,,3,0.899,0,0,0,24,,,,,,,
,,3,0.897,0,0,0,25,,,,,,,
,,3,0.903,0,0,0,26,,,,,,,
,,3,0.898,0,0,0,27,,,,,,,
,,3,0.895,0,0,0,28,,,,,,,
,,3,0.895,0,0,0,29,,,,,,,
,,3,0.895,0,0,0,30,,,,,-71,14:46:38,946
,,3,0.897,0,0,0,31,,,,,,,
,,3,0.899,0,0,0,32,,,,,,,
,,3,0.904,0,0,0,33,,,,,,,
,,3,0.899,0,0,0,34,,,,,,,
,,3,0.898,0,0,0,35,,,,,,,
,,3,0.894,0,0,0,36,,,,,,,
,,3,0.893,0,0,0,37,,,,,,,
,,3,0.893,0,0,0,38,,,,,,,
,,3,0.894,0,0,0,39,,,,,,,
,,3,0.901,0,0,0,40,,,,,-71,14:46:39,145
,,3,0.901,0,0,0,41,,,,,,,
,,3,0.904,0,0,0,42,,,,,,,
,,3,0.907,0,0,0,43,,,,,,,
,,3,0.903,0,0,0,44,,,,,,,
,,3,0.895,0,0,0,45,,,,,,,
,,3,0.894,0,0,0,46,,,,,,,
,,3,0.898,0,0,0,47,,,,,,,
,,3,0.899,0,0,0,48,,,,,,,
,,3,0.909,0,0,0,49,,,,,,,
,,3,0.911,0,0,0,50,,,,,-71,14:46:39,337
,,3,0.911,0,0,0,51,,,,,,,
,,3,0.908,0,0,0,52,,,,,,,
,,3,0.917,0,0,0,53,,,,,,,
,,3,0.911,0,0,0,54,,,,,,,
,,3,0.896,0,0,0,55,,,,,,,
,,3,0.887,0,0,0,56,,,,,,,
,,3,0.88,0,0,0,57,,,,,,,
,,3,0.881,0,0,0,58,,,,,,,
,,3,0.876,0,0,0,59,,,,,,,
,,3,0.877,0,0,0,60,,,,,-71,14:46:39,542
,,3,0.878,0,0,0,61,,,,,,,
,,3,0.894,0,0,0,62,,,,,,,
,,3,0.894,0,0,0,63,,,,,,,
,,3,0.902,0,0,0,64,,,,,,,
,,3,0.907,0,0,0,65,,,,,,,
,,3,0.895,0,0,0,66,,,,,,,
,,3,0.899,0,0,0,67,,,,,,,
,,3,0.891,0,0,0,68,,,,,,,
,,3,0.866,0,0,0,69,,,,,,,
52.3713518,4.9151417,3,0.892,0,0,0,70,0,0,3,45,-71,14:46:39,738
,,3,0.89,0,0,0,71,,,,,,,
,,3,0.931,0,0,0,72,,,,,,,
,,3,0.93,0,0,0,73,,,,,,,
,,3,0.884,0,0,0,74,,,,,,,
,,3,0.837,0,0,0,75,,,,,,,
,,3,0.787,0,0,0,76,,,,,,,
,,3,0.701,0,0,0,77,,,,,,,
,,3,0.807,0,0,0,78,,,,,,,
,,3,0.726,0,0,0,79,,,,,,,
,,3,0.821,0,0,0,80,,,,,-71,14:46:39,945
,,3,0.805,0,0,0,81,,,,,,,
,,3,0.833,0,0,0,82,,,,,,,
,,3,0.808,0,0,0,83,,,,,,,
,,3,0.816,0,0,0,84,,,,,,,
,,3,0.818,0,0,0,85,,,,,,,
,,3,0.784,0,0,0,86,,,,,,,
,,3,0.753,0,0,0,87,,,,,,,
,,3,0.75,0,0,0,88,,,,,,,
,,3,0.772,0,0,0,89,,,,,,,
,,3,0.749,0,0,0,90,,,,,-71,14:46:40,139
,,3,0.711,0,0,0,91,,,,,,,
,,3,0.653,0,0,0,92,,,,,,,
,,3,0.659,0,0,0,93,,,,,,,
,,3,0.653,0,0,0,94,,,,,,,
,,3,0.65,0,0,0,95,,,,,,,
,,3,0.687,0,0,0,96,,,,,,,
,,3,0.715,0,0,0,97,,,,,,,
,,3,0.695,0,0,0,98,,,,,,,
,,3,0.713,0,0,0,99,,,,,,,
,,3,0.688,0,0,0,100,,,,,-71,14:46:40,339
,,3,0.689,0,0,0,101,,,,,,,
,,3,0.703,0,0,0,102,,,,,,,
,,3,0.712,0,0,0,103,,,,,,,
,,3,0.738,0,0,0,104,,,,,,,
,,3,0.789,0,0,0,105,,,,,,,
,,3,0.783,0,0,0,106,,,,,,,
,,3,0.774,0,0,0,107,,,,,,,
,,3,0.737,0,0,0,108,,,,,,,
,,3,0.725,0,0,0,109,,,,,,,
,,3,0.656,0,0,0,110,,,,,-71,14:46:40,530
,,3,0.669,0,0,0,111,,,,,,,
,,3,0.666,0,0,0,112,,,,,,,
,,3,0.664,0,0,0,113,,,,,,,
,,3,0.662,0,0,0,114,,,,,,,
,,3,0.718,0,0,0,115,,,,,,,
,,3,0.76,0,0,0,116,,,,,,,
,,3,0.773,0,0,0,117,,,,,,,
,,3,0.838,0,0,0,118,,,,,,,
,,3,0.828,0,0,0,119,,,,,,,
52.371354,4.9151493,3,0.813,0,0,0,120,170,2,4,45,-72,14:46:40,740
,,3,0.755,0,0,0,121,,,,,,,
,,3,0.79,0,0,0,122,,,,,,,
,,3,0.765,0,0,0,123,,,,,,,
,,3,0.83,0,0,0,124,,,,,,,
,,3,0.854,0,0,0,125,,,,,,,
,,3,0.885,0,0,0,126,,,,,,,
,,3,0.839,0,0,0,127,,,,,,,
,,3,0.786,0,0,0,128,,,,,,,
,,3,0.696,0,0,0,129,,,,,,,
,,3,0.688,0,0,0,130,,,,,,14:46:40,935
,,3,0.669,0,0,0,131,,,,,,,
,,3,0.649,0,0,0,132,,,,,,,
,,3,0.602,0,0,0,133,,,,,,,
,,3,0.701,0,0,0,134,,,,,,,
,,3,0.711,0,0,0,135,,,,,,,
,,3,0.707,0,0,0,136,,,,,,,
,,3,0.741,0,0,0,137,,,,,,,
,,3,0.728,0,0,0,138,,,,,,,
,,3,0.708,0,0,0,139,,,,,,,
,,3,0.793,0,0,0,140,,,,,,14:46:41,133
,,3,0.846,0,0,0,141,,,,,,,
,,3,0.831,0,0,0,142,,,,,,,
,,3,0.776,0,0,0,143,,,,,,,
,,3,0.688,0,0,0,144,,,,,,,
,,3,0.739,0,0,0,145,,,,,,,
,,3,0.78,0,0,0,146,,,,,,,
,,3,0.76,0,0,0,147,,,,,,,
,,3,0.805,0,0,0,148,,,,,,,
,,3,0.828,0,0,0,149,,,,,,,
,,3,0.738,0,0,0,150,,,,,,14:46:41,346
,,3,0.666,0,0,0,151,,,,,,,
,,3,0.63,0,0,0,152,,,,,,,
,,3,0.789,0,0,0,153,,,,,,,
,,3,0.641,0,0,0,154,,,,,,,
,,3,0.754,0,0,0,155,,,,,,,
,,3,0.826,0,0,0,156,,,,,,,
,,3,0.875,0,0,0,157,,,,,,,
,,3,0.942,0,0,0,158,,,,,,,
,,3,1.026,0,0,0,159,,,,,,,
,,3,0.987,0,0,0,160,,,,,,14:46:41,540
,,3,0.887,0,0,0,161,,,,,,,
,,3,1.03,0,0,0,162,,,,,,,
,,3,0.875,0,0,0,163,,,,,,,
,,3,0.991,0,0,0,164,,,,,,,
,,3,0.828,0,0,0,165,,,,,,,
,,3,1.014,0,0,0,166,,,,,,,
,,3,0.826,0,0,0,167,,,,,,,
,,3,1.049,0,0,0,168,,,,,,,
,,3,0.893,0,0,0,169,,,,,,,
52.3713538,4.9151549,3,1.008,0,0,0,170,170,2,4,45,,14:46:41,734
,,3,0.971,0,0,0,171,,,,,,,
,,3,0.881,0,0,0,172,,,,,,,
,,3,0.729,0,0,0,173,,,,,,,
,,3,0.764,0,0,0,174,,,,,,,
,,3,0.842,0,0,0,175,,,,,,,
,,3,0.797,0,0,0,176,,,,,,,
,,3,0.575,0,0,0,177,,,,,,,
,,3,0.9,0,0,0,178,,,,,,,
,,3,0.578,0,0,0,179,,,,,,,
,,3,0.619,0,0,0,180,,,,,,14:46:41,928
,,3,0.674,0,0,0,181,,,,,,,
,,3,0.494,0,0,0,182,,,,,,,
,,3,0.181,0,0,0,183,,,,,,,
,,3,0.764,0,0,0,184,,,,,,,
,,3,0.622,0,0,0,185,,,,,,,
,,3,0.925,0,0,0,186,,,,,,,
,,3,1.126,0,0,0,187,,,,,,,
,,3,-0.111,0,0,0,188,,,,,,,
,,3,0.88,0,0,0,189,,,,,,,
,,3,-0.111,0,0,0,190,,,,,,14:46:42,138
,,3,0.057,0,0,0,191,,,,,,,
,,3,-0.093,0,0,0,192,,,,,,,
,,3,0.014,0,0,0,193,,,,,,,
,,3,0.07,0,0,0,194,,,,,,,
,,3,0.004,0,0,0,195,,,,,,,
,,3,-0.287,0,0,0,196,,,,,,,
,,3,-0.221,0,0,0,197,,,,,,,
,,3,-0.208,0,0,0,198,,,,,,,
,,3,-0.074,0,0,0,199,,,,,,,
,,3,-0.379,0,0,0,200,,,,,,14:46:42,331
,,3,-0.786,0,0,0,201,,,,,,,
,,3,-0.478,0,0,0,202,,,,,,,
,,3,-0.209,0,0,0,203,,,,,,,
,,3,-0.538,0,0,0,204,,,,,,,
,,3,-0.99,0,0,0,205,,,,,,,
,,3,-1.089,0,0,0,206,,,,,,,
,,3,-1.069,0,1,0,207,,,,,,,
,,3,-0.826,0,1,0,208,,,,,,,
,,3,-1.035,0,1,0,209,,,,,,,
,,3,-1.012,0,1,0,210,,,,,-64,14:46:42,531
,,3,-1.409,0,1,0,211,,,,,,,
,,3,-1.295,0,1,0,212,,,,,,,
,,3,-0.755,0,1,0,213,,,,,,,
,,3,-0.986,0,1,0,214,,,,,,,
,,3,-0.824,0,1,0,215,,,,,,,
,,3,-1.095,0,1,0,216,,,,,,,
,,3,-1.299,0,1,0,217,,,,,,,
,,3,-1.166,0,1,0,218,,,,,,,
,,3,-1.076,0,1,0,219,,,,,,,
52.3713376,4.9151748,3,-0.597,0,1,0,220,153,12,5,44,-64,14:46:42,737
,,3,-0.927,0,1,0,221,,,,,,,
,,3,-0.79,0,1,0,222,,,,,,,
,,3,-0.84,0,1,0,223,,,,,,,
,,3,-0.608,0,1,0,224,,,,,,,
,,3,-0.801,0,1,0,225,,,,,,,
,,3,-1.364,0,1,0,226,,,,,,,
,,3,-0.776,0,1,0,227,,,,,,,
,,3,-0.598,0,1,0,228,,,,,,,
,,3,0.261,0,1,0,229,,,,,,,
,,3,-0.569,0,1,0,230,,,,,-64,14:46:42,930
,,3,0.258,0,1,0,231,,,,,,,
,,3,0.611,0,1,0,232,,,,,,,
,,3,-0.218,0,1,0,233,,,,,,,
,,3,-0.133,0,1,0,234,,,,,,,
,,3,-0.861,0,1,0,235,,,,,,,
,,3,0.501,0,1,0,236,,,,,,,
,,3,0.299,0,1,0,237,,,,,,,
,,3,0.948,0,1,0,238,,,,,,,
,,3,0.206,0,1,0,239,,,,,,,
52.3713376,4.9151748,14,0.561,0,2,208,240,153,12,5,44,-64,14:46:43,129
,,1,0.568,0,2,-1,241,,,,,,,
,,1,0.861,0,2,-1,242,,,,,,,
,,1,0.854,0,2,-1,243,,,,,,,
,,1,0.937,0,2,-1,244,,,,,,,
,,1,1.656,0,2,-1,245,,,,,,,
,,1,1.704,0,2,-1,246,,,,,,,
,,1,0.587,0,2,-1,247,,,,,,,
,,1,1.099,0,2,-1,248,,,,,,,
,,1,1.344,0,2,-1,249,,,,,,,
,,1,0.479,0,2,-1,250,,,,,-64,14:46:43,339
,,1,0.889,0,2,-1,251,,,,,,,
,,1,-0.222,0,2,-1,252,,,,,,,
,,1,1.517,0,2,-1,253,,,,,,,
,,1,0.62,0,2,-1,254,,,,,,,
,,1,-0.581,0,2,-1,255,,,,,,,
,,1,-0.229,0,2,-1,256,,,,,,,
,,1,0.571,0,2,-1,257,,,,,,,
,,1,-0.415,0,2,-1,258,,,,,,,
,,1,-0.5,0,2,-1,259,,,,,,,
52.3713376,4.9151748,1,-0.833,0,2,-1,260,153,12,5,44,-64,14:46:43,548
,,7,-0.619,0,3,340,261,,,,,,,
,,1,-1.196,0,3,-1,262,,,,,,,
,,1,-1.047,0,3,-1,263,,,,,,,
,,1,-0.676,0,3,-1,264,,,,,,,
,,1,-1.605,0,3,-1,265,,,,,,,
,,1,-1.357,0,3,-1,266,,,,,,,
,,1,-0.27,0,3,-1,267,,,,,,,
,,1,-0.643,0,3,-1,268,,,,,,,
,,1,-0.994,0,3,-1,269,,,,,,,
52.3713181,4.91518,9,-1.069,0,3,-1,270,179,10,6,44,-64,14:46:43,732
,,1,-1.201,0,3,-1,271,,,,,,,
,,1,-0.87,0,3,-1,272,,,,,,,
,,1,-0.592,0,3,-1,273,,,,,,,
,,1,-0.659,0,3,-1,274,,,,,,,
,,1,0.408,0,3,-1,275,,,,,,,
,,1,0.41,0,3,-1,276,,,,,,,
,,1,0.609,0,3,-1,277,,,,,,,
,,1,0.578,0,3,-1,278,,,,,,,
,,1,-0.168,0,3,-1,279,,,,,,,
52.3713181,4.91518,1,0.396,0,3,-1,280,179,10,6,44,-64,14:46:43,939
,,1,1.069,0,3,-1,281,,,,,,,
,,7,0.897,0,4,446,282,,,,,,,
,,1,0.313,0,4,-1,283,,,,,,,
,,1,0.499,0,4,-1,284,,,,,,,
,,1,0.574,0,4,-1,285,,,,,,,
,,1,1.144,0,4,-1,286,,,,,,,
,,1,1.144,0,4,-1,287,,,,,,,
,,1,0.851,0,4,-1,288,,,,,,,
,,1,1.143,0,4,-1,289,,,,,,,
,,1,1.016,0,4,-1,290,,,,,-62,14:46:44,134
,,1,0.852,0,4,-1,291,,,,,,,
,,1,0.722,0,4,-1,292,,,,,,,
,,1,0.758,0,4,-1,293,,,,,,,
,,1,0.885,0,4,-1,294,,,,,,,
,,1,0.58,0,4,-1,295,,,,,,,
,,1,0.331,0,4,-1,296,,,,,,,
,,1,1.1,0,4,-1,297,,,,,,,
,,1,0.687,0,4,-1,298,,,,,,,
,,1,0.647,0,4,-1,299,,,,,,,
52.3713181,4.91518,1,0.004,0,4,-1,300,179,10,6,44,-62,14:46:44,333
,,1,-0.047,0,4,-1,301,,,,,,,
,,1,-0.438,0,4,-1,302,,,,,,,
,,1,-0.504,0,4,-1,303,,,,,,,
,,1,-0.648,0,4,-1,304,,,,,,,
,,1,-0.387,0,4,-1,305,,,,,,,
,,7,-0.976,-74,5,1063,306,,,,,,,
,,1,-0.943,-74,5,-1,307,,,,,,,
,,1,-1.118,-74,5,-1,308,,,,,,,
,,1,-0.921,-74,5,-1,309,,,,,,,
,,1,-1.056,-74,5,-1,310,,,,,-62,14:46:44,544
,,1,-1.409,-74,5,-1,311,,,,,,,
,,1,-1.305,-74,5,-1,312,,,,,,,
,,1,-1.727,-74,5,-1,313,,,,,,,
,,1,-0.754,-74,5,-1,314,,,,,,,
,,1,-0.313,-74,5,-1,315,,,,,,,
,,1,-0.329,-74,5,-1,316,,,,,,,
,,1,-0.651,-74,5,-1,317,,,,,,,
,,1,-0.086,-74,5,-1,318,,,,,,,
,,1,-0.054,-74,5,-1,319,,,,,,,
52.3713103,4.915184,1,-0.554,-74,5,-1,320,169,3,6,44,-62,14:46:44,733
,,1,-0.566,-74,5,-1,321,,,,,,,
,,1,-0.141,-74,5,-1,322,,,,,,,
,,1,0.122,-74,5,-1,323,,,,,,,
,,1,0.563,-74,5,-1,324,,,,,,,
,,1,0.961,-74,5,-1,325,,,,,,,
,,7,1.001,0,6,1145,326,,,,,,,
,,1,0.824,0,6,-1,327,,,,,,,
,,1,-0.237,0,6,-1,328,,,,,,,
,,1,0.688,0,6,-1,329,,,,,,,
,,1,-2.836,0,6,-1,330,,,,,-62,14:46:44,939
,,1,1.265,0,6,-1,331,,,,,,,
,,1,-0.12,0,6,-1,332,,,,,,,
,,1,2.393,0,6,-1,333,,,,,,,
,,1,1.165,0,6,-1,334,,,,,,,
,,1,0.809,0,6,-1,335,,,,,,,
,,1,0.218,0,6,-1,336,,,,,,,
,,1,0.686,0,6,-1,337,,,,,,,
,,1,3.662,0,6,-1,338,,,,,,,
,,1,1.07,0,6,-1,339,,,,,,,
,,1,0.469,0,6,-1,340,,,,,-62,14:46:45,137
,,1,0.684,0,6,-1,341,,,,,,,
,,1,0.604,0,6,-1,342,,,,,,,
,,1,0.969,0,6,-1,343,,,,,,,
,,1,0.438,0,6,-1,344,,,,,,,
,,1,0.793,0,6,-1,345,,,,,,,
,,1,-0.474,0,6,-1,346,,,,,,,
,,1,0.142,0,6,-1,347,,,,,,,
,,1,-0.677,0,6,-1,348,,,,,,,
,,1,-0.304,0,6,-1,349,,,,,,,
,,1,-1.107,0,6,-1,350,,,,,-62,14:46:45,332
,,7,-0.68,63,7,1119,351,,,,,,,
,,1,-1.635,63,7,-1,352,,,,,,,
,,1,-1.298,63,7,-1,353,,,,,,,
,,1,-0.731,63,7,-1,354,,,,,,,
,,1,0.482,63,7,-1,355,,,,,,,
,,1,-1.399,63,7,-1,356,,,,,,,
,,1,-1.127,63,7,-1,357,,,,,,,
,,1,-0.23,63,7,-1,358,,,,,,,
,,1,-0.174,63,7,-1,359,,,,,,,
,,1,-0.418,63,7,-1,360,,,,,-62,14:46:45,535
,,1,-0.591,63,7,-1,361,,,,,,,
,,1,-0.175,63,7,-1,362,,,,,,,
,,1,-0.463,63,7,-1,363,,,,,,,
,,1,-0.502,63,7,-1,364,,,,,,,
,,1,-0.449,63,7,-1,365,,,,,,,
,,1,-0.609,63,7,-1,366,,,,,,,
,,1,0.179,63,7,-1,367,,,,,,,
,,1,0.565,63,7,-1,368,,,,,,,
,,1,1.112,63,7,-1,369,,,,,,,
,,7,1.374,22,8,1127,370,,,,,-62,14:46:45,743
,,1,0.854,22,8,-1,371,,,,,,,
,,1,0.668,22,8,-1,372,,,,,,,
,,1,0.532,22,8,-1,373,,,,,,,
,,1,1.249,22,8,-1,374,,,,,,,
,,1,1.307,22,8,-1,375,,,,,,,
,,1,1.833,22,8,-1,376,,,,,,,
,,1,1.005,22,8,-1,377,,,,,,,
,,1,0.838,22,8,-1,378,,,,,,,
,,1,0.677,22,8,-1,379,,,,,,,
,,1,0.41,22,8,-1,380,,,,,-64,14:46:45,934
,,1,0.506,22,8,-1,381,,,,,,,
,,1,0.139,22,8,-1,382,,,,,,,
,,1,0.468,22,8,-1,383,,,,,,,
,,1,-0.181,22,8,-1,384,,,,,,,
,,1,0.188,22,8,-1,385,,,,,,,
,,1,-0.596,22,8,-1,386,,,,,,,
,,1,-0.063,22,8,-1,387,,,,,,,
,,1,-0.761,22,8,-1,388,,,,,,,
,,1,-0.313,22,8,-1,389,,,,,,,
52.3713155,4.9152246,7,-0.503,104,9,1171,390,122,8,8,44,-64,14:46:46,133
,,1,-1.76,104,9,-1,391,,,,,,,
,,1,-0.708,104,9,-1,392,,,,,,,
,,1,-1.113,104,9,-1,393,,,,,,,
,,1,-0.879,104,9,-1,394,,,,,,,
,,1,-0.664,104,9,-1,395,,,,,,,
,,1,-1.266,104,9,-1,396,,,,,,,
,,1,-0.504,104,9,-1,397,,,,,,,
,,1,-0.162,104,9,-1,398,,,,,,,
,,1,-0.967,104,9,-1,399,,,,,,,
52.3713155,4.9152246,1,-1.044,104,9,-1,400,122,8,8,44,-64,14:46:46,342
,,1,-1.074,104,9,-1,401,,,,,,,
,,1,-0.227,104,9,-1,402,,,,,,,
,,1,-0.289,104,9,-1,403,,,,,,,
,,1,0.466,104,9,-1,404,,,,,,,
,,1,-0.558,104,9,-1,405,,,,,,,
,,1,2.137,104,9,-1,406,,,,,,,
,,7,2.97,-69,10,1250,407,,,,,,,
,,1,0.506,-69,10,-1,408,,,,,,,
,,1,0.318,-69,10,-1,409,,,,,,,
,,1,0.043,-69,10,-1,410,,,,,-64,14:46:46,540
,,1,0.53,-69,10,-1,411,,,,,,,
,,1,0.18,-69,10,-1,412,,,,,,,
,,1,0.29,-69,10,-1,413,,,,,,,
,,1,0.08,-69,10,-1,414,,,,,,,
,,1,1.267,-69,10,-1,415,,,,,,,
,,1,1.117,-69,10,-1,416,,,,,,,
,,1,0.497,-69,10,-1,417,,,,,,,
,,1,0.782,-69,10,-1,418,,,,,,,
,,1,0.437,-69,10,-1,419,,,,,,,
,,1,1.141,-69,10,-1,420,,,,,-64,14:46:46,731
,,1,0.219,-69,10,-1,421,,,,,,,
,,1,0.355,-69,10,-1,422,,,,,,,
,,1,-0.644,-69,10,-1,423,,,,,,,
,,1,-0.74,-69,10,-1,424,,,,,,,
,,1,0.166,-69,10,-1,425,,,,,,,
,,1,-0.857,-69,10,-1,426,,,,,,,
,,1,-0.276,-69,10,-1,427,,,,,,,
,,7,-0.874,135,11,1315,428,,,,,,,
,,1,-0.938,135,11,-1,429,,,,,,,
,,1,-1.155,135,11,-1,430,,,,,-64,14:46:46,939
,,1,-1.149,135,11,-1,431,,,,,,,
,,1,-1.029,135,11,-1,432,,,,,,,
,,1,-1.006,135,11,-1,433,,,,,,,
,,1,-0.991,135,11,-1,434,,,,,,,
,,1,-0.848,135,11,-1,435,,,,,,,
,,1,-0.754,135,11,-1,436,,,,,,,
,,1,-0.564,135,11,-1,437,,,,,,,
,,1,-0.716,135,11,-1,438,,,,,,,
,,1,-0.507,135,11,-1,439,,,,,,,
,,1,-0.395,135,11,-1,440,,,,,-64,14:46:47,135
,,1,-0.258,135,11,-1,441,,,,,,,
,,1,0.074,135,11,-1,442,,,,,,,
,,1,0.151,135,11,-1,443,,,,,,,
,,1,0.312,135,11,-1,444,,,,,,,
,,1,0.171,135,11,-1,445,,,,,,,
,,1,0.568,135,11,-1,446,,,,,,,
,,1,0.306,135,11,-1,447,,,,,,,
,,1,0.552,135,11,-1,448,,,,,,,
,,1,0.832,135,11,-1,449,,,,,,,
,,7,1.353,-91,12,1271,450,,,,,-64,14:46:47,329
,,1,1.345,-91,12,-1,451,,,,,,,
,,1,1.3,-91,12,-1,452,,,,,,,
,,1,0.979,-91,12,-1,453,,,,,,,
,,1,0.776,-91,12,-1,454,,,,,,,
,,1,0.64,-91,12,-1,455,,,,,,,
,,1,0.957,-91,12,-1,456,,,,,,,
,,1,0.815,-91,12,-1,457,,,,,,,
,,1,0.659,-91,12,-1,458,,,,,,,
,,1,0.71,-91,12,-1,459,,,,,,,
,,1,0.523,-91,12,-1,460,,,,,-64,14:46:47,539
,,1,0.957,-91,12,-1,461,,,,,,,
,,1,0.464,-91,12,-1,462,,,,,,,
,,1,0.065,-91,12,-1,463,,,,,,,
,,1,0.322,-91,12,-1,464,,,,,,,
,,1,-0.22,-91,12,-1,465,,,,,,,
,,1,0.066,-91,12,-1,466,,,,,,,
,,1,-0.504,-91,12,-1,467,,,,,,,
,,1,-0.602,-91,12,-1,468,,,,,,,
,,1,-0.645,-91,12,-1,469,,,,,,,
,,7,-0.933,127,13,1219,470,,,,,-64,14:46:47,734
,,1,-0.653,127,13,-1,471,,,,,,,
,,1,-1.04,127,13,-1,472,,,,,,,
,,1,-0.685,127,13,-1,473,,,,,,,
,,1,-0.175,127,13,-1,474,,,,,,,
,,1,-0.685,127,13,-1,475,,,,,,,
,,1,-0.682,127,13,-1,476,,,,,,,
,,1,-0.714,127,13,-1,477,,,,,,,
,,1,-1.174,127,13,-1,478,,,,,,,
,,1,-1.745,127,13,-1,479,,,,,,,
52.3713019,4.9152649,1,-0.863,127,13,-1,480,131,7,10,44,-64,14:46:47,927
,,1,-1.038,127,13,-1,481,,,,,,,
,,1,-0.019,127,13,-1,482,,,,,,,
,,1,0.208,127,13,-1,483,,,,,,,
,,1,-0.175,127,13,-1,484,,,,,,,
,,1,-0.042,127,13,-1,485,,,,,,,
,,1,0.488,127,13,-1,486,,,,,,,
,,1,0.538,127,13,-1,487,,,,,,,
,,1,0.629,127,13,-1,488,,,,,,,
,,1,0.798,127,13,-1,489,,,,,,,
,,1,0.202,127,13,-1,490,,,,,-64,14:46:48,143
,,1,0.421,127,13,-1,491,,,,,,,
,,1,0.497,127,13,-1,492,,,,,,,
,,1,0.846,127,13,-1,493,,,,,,,
,,7,0.812,-29,14,1162,494,,,,,,,
,,1,1.141,-29,14,-1,495,,,,,,,
,,1,1.208,-29,14,-1,496,,,,,,,
,,1,1.001,-29,14,-1,497,,,,,,,
,,1,1.055,-29,14,-1,498,,,,,,,
,,1,1.197,-29,14,-1,499,,,,,,,
,,1,0.991,-29,14,-1,500,,,,,-64,14:46:48,334
,,1,0.947,-29,14,-1,501,,,,,,,
,,1,0.648,-29,14,-1,502,,,,,,,
,,1,0.633,-29,14,-1,503,,,,,,,
,,1,0.462,-29,14,-1,504,,,,,,,
,,1,0.712,-29,14,-1,505,,,,,,,
,,1,0.645,-29,14,-1,506,,,,,,,
,,1,0.282,-29,14,-1,507,,,,,,,
,,1,0.141,-29,14,-1,508,,,,,,,
,,1,0.011,-29,14,-1,509,,,,,,,
,,1,0.171,-29,14,-1,510,,,,,-64,14:46:48,527
,,1,-0.241,-29,14,-1,511,,,,,,,
,,1,-0.453,-29,14,-1,512,,,,,,,
,,1,-0.216,-29,14,-1,513,,,,,,,
,,1,-0.478,-29,14,-1,514,,,,,,,
,,1,-0.57,-29,14,-1,515,,,,,,,
,,7,-0.752,96,15,1136,516,,,,,,,
,,1,-0.551,96,15,-1,517,,,,,,,
,,1,-0.714,96,15,-1,518,,,,,,,
,,1,-0.752,96,15,-1,519,,,,,,,
,,1,-1.022,96,15,-1,520,,,,,-64,14:46:48,745
,,1,-1.071,96,15,-1,521,,,,,,,
,,1,-1.024,96,15,-1,522,,,,,,,
,,1,-1.095,96,15,-1,523,,,,,,,
,,1,-1.062,96,15,-1,524,,,,,,,
,,1,-0.739,96,15,-1,525,,,,,,,
,,1,-1.063,96,15,-1,526,,,,,,,
,,1,-0.944,96,15,-1,527,,,,,,,
,,1,-0.818,96,15,-1,528,,,,,,,
,,1,-0.728,96,15,-1,529,,,,,,,
52.3712869,4.9152827,1,-0.513,96,15,-1,530,127,8,10,44,-64,14:46:48,935
,,1,-0.534,96,15,-1,531,,,,,,,
,,1,0.341,96,15,-1,532,,,,,,,
,,1,0.46,96,15,-1,533,,,,,,,
,,1,0.13,96,15,-1,534,,,,,,,
,,1,-0.286,96,15,-1,535,,,,,,,
,,1,-0.186,96,15,-1,536,,,,,,,
,,1,-0.036,96,15,-1,537,,,,,,,
,,1,-0.009,96,15,-1,538,,,,,,,
,,1,0.196,96,15,-1,539,,,,,,,
,,1,0.533,96,15,-1,540,,,,,-64,14:46:49,127
,,1,0.792,96,15,-1,541,,,,,,,
,,1,0.761,96,15,-1,542,,,,,,,
,,7,0.814,54,16,1079,543,,,,,,,
,,1,1.036,54,16,-1,544,,,,,,,
,,1,0.916,54,16,-1,545,,,,,,,
,,1,0.523,54,16,-1,546,,,,,,,
,,1,0.617,54,16,-1,547,,,,,,,
,,1,1.095,54,16,-1,548,,,,,,,
,,1,1.314,54,16,-1,549,,,,,,,
,,1,1.009,54,16,-1,550,,,,,-66,14:46:49,340
